"19389",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121001560.asp","13","1210","1560","830","0","Article PREMIER","Adopté","2009-02-11","le Gouvernement","<p>Compléter l'alinéa 2 par les mots :</p><p>« ou du praticien. ».</p>","<p>Il s'agit de prévoir, lorsque les contrats d'exercice signés entre les médecins libéraux et les établissements appelés à assumer des missions de service public, que la rupture du contrat qui interviendrait suite au refus d'un médecin ou de l'établissement de renégocier les conditions du contrat qu'aucune des parties ne pourrait réclamer d'indemnisation financière à ce titre.</p>","3c77e9ffb2e92d747fcae5feaa256144","1","2009-09-11 07:12:29","2009-09-11 07:12:29"
"20238",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121001962.asp","13","1210","1962","795","0","Article 5","Adopté","2009-02-17","le Gouvernement","<p>À l'alinéa 4, substituer au mot :</p><p>« régional »,</p><p>les mots :</p><p>« général de l'agence régionale ».</p>","<p>Le texte suffit à lui-même.</p>","3f4734fc4a34fed21366d9cd81852220","1","2009-09-11 07:14:22","2009-09-11 07:14:22"
"20512",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121002095.asp","13","1210","2095","775","0","Article 28","Adopté","2009-03-10","M. Rolland","<p>À l'alinéa 2, substituer aux mots :</p><p>« et de contenu de l'appel à projet et »</p><p>les mots :</p><p>« , les modalités de l'appel à projet et le contenu ».</p>","<p>Le présent sous-amendement apporte une précision rédactionnelle. En effet, le contenu de l'appel à projet en soi ne pourra faire l'objet de dispositions générales. Ce contenu est propre à chaque procédure lancée ; il est davantage question de leurs modalités.</p>","6dd82b405c429997e475ea6bff6e96e7","1","2009-09-11 07:14:53","2009-09-11 07:14:53"
"20469",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121002093.asp","13","1210","2093","774","1","Article 28","Adopté","2009-03-07","le Gouvernement","<p>Après la deuxième occurence du mot :</p><p>« projets »,</p><p>rédiger ainsi la fin de l'alinéa 2 :</p><p>« expérimentaux ou innovants répondant à un cahier des charges allégé ».</p>","<p>Cet amendement permettra de préciser, à l'intention des autorités chargées de délivrer les autorisations et à l'intention des promoteurs, les modalités selon lesquelles sera adaptée la procédure d'autorisation des projets à caractère expérimental ou innovant.</p>","3c962a31b0027a7485ef6581952a6365","1","2009-09-11 07:14:50","2009-09-11 07:14:50"
"20513",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121002094.asp","13","1210","2094","764","0","Article 28","Adopté","2009-03-10","M. Rolland","<p>À l'alinéa 2, substituer aux mots :</p><p>« généraux relatifs à l'organisation des »</p><p>les mots :</p><p>« communs aux ».</p>","<p>Clarification rédactionnelle visant à lever une imprécision rédactionnelle source d'insécurité juridique pour cette mesure qui s'inscrit dans le cadre des consultations obligatoires à l'élaboration de dispositions réglementaires.</p>","95abd96cf388c09c8d23add3c12deae4","1","2009-09-11 07:14:53","2009-09-11 07:14:53"
"20476",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121002125.asp","13","1210","2125","725","0","Article ","Adopté","2009-03-09","le Gouvernement","<p>À l'alinéa 2, substituer aux mots :</p><p>« comporte notamment les axes suivants : »,</p><p>les mots :</p><p>« prévoit des articulations avec ».</p>","<p>Compte tenu du champ de compétence propre qui est celui de l'ARS en matière de politique de santé, il est plus exact de formuler comme sous amendé cet ajout au projet de loi. L'ARS a une responsabilité générale en matière de santé publique, ce qui justifie qu'elle intervienne sur les questions de santé au travail ou de santé scolaire, mais sans, pour autant, se substituer aux responsabilités des autres autorités en charge de ces questions.</p>","d22c28ce34d547c6ca9d0ad7088e56e2","1","2009-09-11 07:14:51","2009-09-11 07:14:51"
"20484",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121002116.asp","13","1210","2116","721","0","Article 26","Adopté","2009-03-09","le Gouvernement","<p>Rédiger ainsi le début de l'alinéa 2 :</p><p>« Chaque année, le directeur général de l'agence transmet au conseil de surveillance un état&#8230; (le reste sans changement) ».</p>","<p>Ce sous-amendement permet de préciser les conditions dans lesquelles sera transmis au conseil de surveillance un état financier présentant une vision claire des dépenses d'assurance maladie (et de la caisse nationale de solidarité pour l'autonomie pour les sous-objectifs de l'ONDAM personnes âgées et de l'ONDAM personnes handicapées) dans le ressort de l'agence.</p><p>Ce document renforcera l'information du conseil de surveillance et permettra à l'agence de se fixer des objectifs de recherche de l'efficience.</p>","c683db364a804afb45b531de95dd5092","1","2009-09-11 07:14:51","2009-09-11 07:14:51"
"20485",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121002115.asp","13","1210","2115","720","0","Article 26","Adopté","2009-03-09","le Gouvernement","<p>À l'alinéa 3, substituer au mot :</p><p>« projet »</p><p>les mots :</p><p> « plan stratégique ».</p>","<p>Les compétences du conseil de surveillance de l'ARS doivent pouvoir le conduire à assurer une fonction d'orientation stratégique et de contrôle de l'action de l'ARS au sein du dispositif de gouvernance de l'agence. Pour cela son avis doit porter sur le plan stratégique régional de santé qui détermine les priorités et les orientations de la politique de l'agence en faveur de la santé dans les domaines complémentaires des soins, des accompagnements médico-sociaux, de la prévention et de la promotion de la santé et de la sécurité sanitaire. Il serait déraisonnable et déresponsabilisant qu'il intervienne sur l'ensemble des programmes d'action de l'ARS, comme l'y conduirait un avis portant sur le plan régional de santé (plan stratégique, schémas, mais aussi programmes d'action).</p>","8b4d0134cb25750183e22a5a543882b6","1","2009-09-11 07:14:51","2009-09-11 07:14:51"
"20477",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121002124.asp","13","1210","2124","719","0","Article 26","Adopté","2009-03-09","le Gouvernement","<p>I. - À la première phrase de l'alinéa 2, substituer aux mots :</p><p>« élue par les membres du conseil en son sein »,</p><p>les mots :</p><p>« désignée par le ministre de la santé ».</p><p>II. - À la dernière phrase de l'alinéa 2, substituer aux mots :</p><p>« la ou les régions »,</p><p>les mots :</p><p>« la région ».</p>","<p>L'amendement 900 vise à expérimenter le remplacement de la présidence de droit du conseil de surveillance confiée au préfet de région par l'élection d'une personnalité qualifiée par les membres du conseil de surveillance et en son sein.</p><p>Compte tenu du caractère expérimental et dérogatoire de cette désignation, le présent sous-amendement rajoute deux garanties à cette expérimentation :</p><p>- elle sera limitée à ce stade à une région ;</p><p>- la personnalité qualifiée amenée à présider le conseil de surveillance ne sera pas élue au sein du conseil mais désignée par le ministre chargé de la santé.</p>","de08cbc7a04c6d2eb1f7c5f8c2fa3e39","1","2009-09-11 07:14:51","2009-09-11 07:14:51"
"20486",NULL,"http://www.assemblee-nationale.fr/13/amendements/1210/121002114.asp","13","1210","2114","718","1","Article 26","Adopté","2009-03-09","le Gouvernement","<p>I. - Supprimer l'alinéa 6.</p><p>II. - À l'alinéa 7, substituer aux mots :</p><p>« de personnalités »</p><p>les mots :</p><p>« d'au moins une personnalité, ».</p>","<p>Ce sous-amendement a un double objet. D'une part, il supprime la représentation des organismes  d'assurance maladie complémentaire du conseil de surveillance, les missions de ceux-ci ne couvrant qu'une partie de l'action de l'agence. D'autre part, afin de préserver une composition resserrée, et organisée autour de la représentation de l'État, de l'assurance maladie, des collectivités territoriales et des usagers, il encadre la présence de personnalités qualifiées.</p>","c54a49310a1a87dbc33a02e97700e6ed","1","2009-09-11 07:14:51","2009-09-11 07:14:51"
